180	18.00
181	15.00
182	18.00
183	14.00
184	18.00
185	18.00
186	19.00
187	19.00
188	20.00
189	11.00
190	19.00
191	17.00
192	19.00
193	8.00
194	18.00
195	17.00
196	11.00
197	11.00
198	11.00
199	17.00
200	9.00
201	21.00
202	18.00
203	19.00
204	16.00
205	17.00
206	16.00
207	17.00
208	26.00
209	22.00
210	17.00
211	15.00
212	18.00
213	14.00
214	17.00
215	14.00
216	10.00
217	13.00
218	15.00
219	17.00
220	14.00
221	15.00
222	1.00
223	14.00
224	14.00
225	15.00
226	16.00
227	18.00
228	20.00
229	16.00
230	17.00
231	13.00
232	12.00
233	16.00
234	15.00
235	21.00
236	17.00
237	13.00
238	19.00
239	15.00
240	9.00
241	26.00
242	19.00
243	11.00
244	17.00
245	17.00
246	11.00
247	11.00
248	18.00
249	16.00
250	16.00
251	16.00
252	15.00
253	14.00
254	22.00
255	19.00
256	22.00
257	17.00
258	9.00
259	19.00
260	16.00
261	9.00
262	22.00
263	18.00
264	22.00
265	12.00
266	21.00
267	17.00
268	17.00
269	10.00
270	18.00
271	17.00
272	17.00
273	16.00
274	15.00
275	16.00
276	17.00
277	11.00
278	15.00
279	15.00
280	8.00
281	14.00
282	10.00
283	9.00
284	21.00
285	16.00
286	20.00
287	19.00
288	18.00
289	9.00
290	13.00
291	12.00
292	18.00
293	5.00
294	18.00
295	8.00
296	19.00
297	15.00
298	10.00
299	15.00
300	13.00
301	13.00
302	17.00
303	3.00
304	16.00
305	17.00
306	14.00
307	17.00
308	18.00
309	16.00
310	16.00
311	18.00
312	10.00
313	13.00
314	20.00
315	18.00
316	8.00
317	14.00
318	13.00
319	5.00
320	8.00
321	15.00
322	20.00
323	16.00
324	6.00
325	13.00
326	14.00
327	8.00
328	16.00
329	17.00
330	21.00
331	15.00
332	19.00
333	21.00
334	15.00
335	12.00
336	13.00
337	14.00
338	14.00
339	15.00
340	22.00
341	9.00
342	16.00
343	18.00
344	16.00
345	14.00
346	19.00
347	19.00
348	16.00
349	13.00
350	8.00
351	17.00
352	21.00
353	20.00
354	8.00
355	19.00
356	19.00
357	18.00
358	15.00
359	18.00
360	16.00
361	22.00
362	10.00
363	18.00
364	16.00
365	20.00
366	10.00
367	24.00
368	15.00
369	16.00
370	19.00
371	17.00
372	18.00
373	9.00
374	11.00
375	14.00
376	20.00
377	20.00
378	13.00
379	7.00
380	18.00
381	18.00
382	13.00
383	16.00
384	17.00
385	15.00
386	17.00
387	20.00
388	21.00
389	22.00
390	20.00
391	16.00
392	15.00
393	13.00
394	13.00
395	14.00
396	7.00
397	17.00
398	9.00
399	20.00
400	17.00
401	21.00
402	9.00
403	7.00
404	18.00
405	18.00
406	12.00
407	14.00
408	16.00
409	18.00
410	15.00
411	22.00
412	9.00
413	22.00
414	17.00
415	18.00
416	10.00
417	19.00
418	18.00
419	19.00
420	14.00
421	19.00
422	18.00
423	22.00
424	19.00
425	21.00
426	13.00
427	16.00
428	11.00
429	10.00
430	20.00
431	8.00
432	13.00
433	16.00
434	22.00
435	12.00
436	17.00
437	17.00
438	19.00
439	22.00
440	12.00
441	22.00
442	12.00
443	15.00
444	13.00
445	20.00
446	10.00
447	19.00
448	24.00
449	21.00
450	17.00
451	15.00
452	17.00
453	18.00
454	14.00
455	16.00
456	16.00
457	23.00
458	18.00
459	16.00
460	14.00
461	10.00
462	11.00
463	14.00
464	18.00
465	13.00
466	21.00
467	19.00
468	13.00
469	16.00
470	21.00
471	16.00
472	15.00
473	16.00
474	19.00
475	13.00
476	11.00
477	10.00
478	21.00
479	4.00
480	16.00
481	15.00
482	10.00
483	22.00
484	16.00
485	12.00
486	3.00
487	21.00
488	12.00
489	15.00
490	15.00
491	18.00
492	20.00
493	18.00
494	15.00
495	21.00
496	17.00
497	16.00
498	13.00
499	17.00
500	17.00
501	19.00
502	19.00
503	8.00
504	16.00
505	20.00
506	13.00
507	16.00
508	12.00
509	10.00
510	22.00
511	10.00
512	17.00
513	14.00
514	22.00
515	17.00
516	17.00
517	11.00
518	18.00
519	18.00
520	21.00
521	19.00
522	12.00
523	22.00
524	13.00
525	11.00
526	12.00
527	19.00
528	13.00
529	16.00
530	16.00
531	23.00
532	20.00
533	18.00
534	17.00
535	14.00
536	21.00
537	17.00
538	18.00
539	24.00
540	16.00
541	10.00
542	21.00
543	18.00
544	18.00
545	14.00
546	13.00
547	13.00
548	19.00
549	15.00
550	20.00
551	19.00
552	11.00
553	19.00
554	18.00
555	15.00
556	15.00
557	21.00
558	7.00
559	8.00
560	18.00
561	19.00
562	17.00
563	10.00
564	22.00
565	19.00
566	8.00
567	14.00
568	10.00
569	20.00
570	21.00
571	18.00
572	24.00
573	13.00
574	20.00
575	17.00
576	22.00
577	20.00
578	20.00
579	17.00
580	14.00
581	18.00
582	14.00
583	12.00
584	18.00
585	15.00
586	17.00
587	12.00
588	6.00
589	18.00
590	18.00
591	16.00
592	16.00
593	25.00
594	17.00
595	16.00
596	15.00
597	18.00
598	17.00
599	19.00
600	21.00
601	13.00
602	19.00
603	14.00
604	20.00
605	22.00
606	15.00
607	15.00
608	14.00
609	15.00
610	19.00
611	14.00
612	18.00
613	14.00
614	16.00
615	16.00
616	10.00
617	19.00
618	10.00
619	15.00
620	15.00
621	20.00
622	21.00
623	19.00
624	15.00
625	17.00
626	17.00
627	20.00
628	15.00
629	18.00
630	18.00
631	17.00
632	24.00
633	18.00
634	17.00
635	15.00
636	19.00
637	21.00
638	21.00
639	19.00
640	18.00
641	19.00
642	12.00
643	18.00
644	4.00
645	17.00
646	11.00
647	20.00
648	16.00
649	20.00
650	16.00
651	8.00
652	20.00
653	9.00
654	21.00
655	22.00
656	11.00
657	17.00
658	20.00
659	19.00
660	19.00
661	19.00
662	20.00
663	18.00
664	16.00
665	14.00
666	15.00
667	18.00
668	3.00
669	18.00
670	23.00
671	15.00
672	16.00
673	17.00
674	7.00
675	18.00
676	10.00
677	14.00
678	15.00
679	16.00
680	16.00
681	14.00
682	8.00
683	12.00
684	14.00
685	8.00
686	18.00
687	13.00
688	9.00
689	18.00
690	13.00
691	17.00
692	12.00
693	13.00
694	21.00
695	13.00
696	17.00
697	18.00
698	9.00
699	12.00
700	16.00
701	15.00
702	16.00
703	7.00
704	21.00
705	15.00
706	9.00
707	10.00
708	16.00
709	16.00
710	13.00
711	8.00
712	13.00
713	19.00
714	19.00
715	8.00
716	15.00
717	15.00
718	15.00
719	16.00
720	9.00
721	16.00
722	11.00
723	15.00
724	16.00
725	11.00
726	16.00
727	15.00
728	14.00
729	16.00
730	12.00
731	24.00
732	15.00
733	20.00
734	12.00
735	18.00
736	16.00
737	16.00
738	21.00
739	16.00
740	12.00
741	16.00
742	23.00
743	14.00
744	17.00
745	18.00
746	21.00
747	9.00
748	9.00
749	12.00
750	19.00
751	16.00
752	14.00
753	16.00
754	20.00
755	22.00
756	21.00
757	20.00
758	15.00
759	4.00
760	15.00
761	15.00
762	15.00
763	2.00
764	15.00
765	13.00
766	12.00
767	14.00
768	10.00
769	22.00
770	6.00
771	16.00
772	18.00
773	13.00
774	11.00
775	19.00
776	8.00
777	19.00
778	14.00
779	14.00
780	17.00
781	12.00
782	15.00
783	16.00
784	18.00
785	11.00
786	19.00
787	13.00
788	17.00
789	17.00
790	12.00
791	17.00
792	17.00
793	20.00
794	18.00
795	9.00
796	8.00
797	10.00
798	18.00
799	17.00
800	17.00
